Reset report and wrote header to /home/ubuntu/.cache/nanochat/report/header.md

                                                       █████                █████
                                                      ░░███                ░░███
     ████████    ██████   ████████    ██████   ██████  ░███████    ██████  ███████
    ░░███░░███  ░░░░░███ ░░███░░███  ███░░███ ███░░███ ░███░░███  ░░░░░███░░░███░
     ░███ ░███   ███████  ░███ ░███ ░███ ░███░███ ░░░  ░███ ░███   ███████  ░███
     ░███ ░███  ███░░███  ░███ ░███ ░███ ░███░███  ███ ░███ ░███  ███░░███  ░███ ███
     ████ █████░░████████ ████ █████░░██████ ░░██████  ████ █████░░███████  ░░█████
    ░░░░ ░░░░░  ░░░░░░░░ ░░░░ ░░░░░  ░░░░░░   ░░░░░░  ░░░░ ░░░░░  ░░░░░░░░   ░░░░░
    
Autodetected device type: cuda
2026-07-26 16:04:38,476 - nanochat.common - INFO - Distributed world size: 1
GPU: NVIDIA A100-SXM4-80GB | Peak FLOPS (BF16): 3.12e+14
COMPUTE_DTYPE: torch.bfloat16 (auto-detected: CUDA SM 80 (bf16 supported))
✓ Using Flash Attention 2 (Ampere/Ada GPU detected).
Vocab size: 32,768
Model config:
{
  "sequence_len": 2048,
  "vocab_size": 32768,
  "n_layer": 12,
  "n_head": 6,
  "n_kv_head": 6,
  "n_embd": 768,
  "window_pattern": "SSSL"
}
Parameter counts:
wte                     : 25,165,824
value_embeds            : 150,994,944
lm_head                 : 25,165,824
transformer_matrices    : 84,935,088
scalars                 : 50
total                   : 286,261,730
Estimated FLOPs per token: 7.596959e+08
Auto-computed optimal batch size: 524,288 tokens
Scaling the LR for the AdamW parameters ∝1/√(768/768) = 1.000000
Calculated number of iterations from target data:param ratio: 1,680
Total number of training tokens: 880,803,840
Tokens : Scaling params ratio: 8.00
Total training FLOPs estimate: 6.691431e+17
Tokens / micro-batch / rank: 64 x 2048 = 131,072
Tokens / micro-batch: 131,072
Total batch size 524,288 => gradient accumulation steps: 4
Step 00000 | Validation bpb: 3.176160
step 00000/01680 (0.00%) | loss: 10.397434 | lrm: 0.03 | dt: 36760.09ms | tok/sec: 14,262 | bf16_mfu: 3.47 | epoch: 1 pq: 0 rg: 1 | total time: 0.00m
step 00001/01680 (0.06%) | loss: 10.384665 | lrm: 0.05 | dt: 2117.52ms | tok/sec: 247,595 | bf16_mfu: 60.29 | epoch: 1 pq: 0 rg: 2 | total time: 0.00m
step 00002/01680 (0.12%) | loss: 10.362583 | lrm: 0.07 | dt: 2116.54ms | tok/sec: 247,709 | bf16_mfu: 60.32 | epoch: 1 pq: 0 rg: 2 | total time: 0.00m
step 00003/01680 (0.18%) | loss: 10.329331 | lrm: 0.10 | dt: 2118.26ms | tok/sec: 247,509 | bf16_mfu: 60.27 | epoch: 1 pq: 0 rg: 3 | total time: 0.00m
step 00004/01680 (0.24%) | loss: 10.280200 | lrm: 0.12 | dt: 2122.29ms | tok/sec: 247,038 | bf16_mfu: 60.15 | epoch: 1 pq: 0 rg: 4 | total time: 0.00m
step 00005/01680 (0.30%) | loss: 10.209696 | lrm: 0.15 | dt: 2119.66ms | tok/sec: 247,344 | bf16_mfu: 60.23 | epoch: 1 pq: 0 rg: 5 | total time: 0.00m
step 00006/01680 (0.36%) | loss: 10.104396 | lrm: 0.17 | dt: 2116.20ms | tok/sec: 247,750 | bf16_mfu: 60.33 | epoch: 1 pq: 0 rg: 6 | total time: 0.00m
step 00007/01680 (0.42%) | loss: 9.948563 | lrm: 0.20 | dt: 2116.79ms | tok/sec: 247,680 | bf16_mfu: 60.31 | epoch: 1 pq: 0 rg: 7 | total time: 0.00m
step 00008/01680 (0.48%) | loss: 9.712172 | lrm: 0.23 | dt: 2115.71ms | tok/sec: 247,807 | bf16_mfu: 60.34 | epoch: 1 pq: 0 rg: 8 | total time: 0.00m
step 00009/01680 (0.54%) | loss: 9.423357 | lrm: 0.25 | dt: 2117.22ms | tok/sec: 247,629 | bf16_mfu: 60.30 | epoch: 1 pq: 0 rg: 9 | total time: 0.00m
step 00010/01680 (0.60%) | loss: 9.112567 | lrm: 0.28 | dt: 2121.17ms | tok/sec: 247,169 | bf16_mfu: 60.18 | epoch: 1 pq: 0 rg: 10 | total time: 0.00m
step 00011/01680 (0.65%) | loss: 8.826353 | lrm: 0.30 | dt: 2112.06ms | tok/sec: 248,234 | bf16_mfu: 60.44 | epoch: 1 pq: 0 rg: 11 | total time: 0.04m | eta: 58.8m
step 00012/01680 (0.71%) | loss: 8.562207 | lrm: 0.33 | dt: 2115.75ms | tok/sec: 247,802 | bf16_mfu: 60.34 | epoch: 1 pq: 0 rg: 12 | total time: 0.07m | eta: 58.8m
step 00013/01680 (0.77%) | loss: 8.330170 | lrm: 0.35 | dt: 2121.23ms | tok/sec: 247,162 | bf16_mfu: 60.18 | epoch: 1 pq: 0 rg: 13 | total time: 0.11m | eta: 58.8m
step 00014/01680 (0.83%) | loss: 8.122812 | lrm: 0.38 | dt: 2118.81ms | tok/sec: 247,444 | bf16_mfu: 60.25 | epoch: 1 pq: 0 rg: 14 | total time: 0.14m | eta: 58.8m
step 00015/01680 (0.89%) | loss: 7.923619 | lrm: 0.40 | dt: 2123.30ms | tok/sec: 246,920 | bf16_mfu: 60.12 | epoch: 1 pq: 0 rg: 15 | total time: 0.18m | eta: 58.8m
step 00016/01680 (0.95%) | loss: 7.753189 | lrm: 0.42 | dt: 2123.57ms | tok/sec: 246,890 | bf16_mfu: 60.12 | epoch: 1 pq: 0 rg: 15 | total time: 0.21m | eta: 58.8m
step 00017/01680 (1.01%) | loss: 7.591178 | lrm: 0.45 | dt: 2121.71ms | tok/sec: 247,106 | bf16_mfu: 60.17 | epoch: 1 pq: 0 rg: 16 | total time: 0.25m | eta: 58.7m
step 00018/01680 (1.07%) | loss: 7.440377 | lrm: 0.47 | dt: 2121.38ms | tok/sec: 247,144 | bf16_mfu: 60.18 | epoch: 1 pq: 0 rg: 17 | total time: 0.28m | eta: 58.7m
step 00019/01680 (1.13%) | loss: 7.302720 | lrm: 0.50 | dt: 2119.01ms | tok/sec: 247,421 | bf16_mfu: 60.25 | epoch: 1 pq: 0 rg: 18 | total time: 0.32m | eta: 58.7m
step 00020/01680 (1.19%) | loss: 7.175724 | lrm: 0.53 | dt: 2121.19ms | tok/sec: 247,166 | bf16_mfu: 60.18 | epoch: 1 pq: 0 rg: 19 | total time: 0.35m | eta: 58.6m
step 00021/01680 (1.25%) | loss: 7.057197 | lrm: 0.55 | dt: 2122.84ms | tok/sec: 246,974 | bf16_mfu: 60.14 | epoch: 1 pq: 0 rg: 20 | total time: 0.39m | eta: 58.6m
step 00022/01680 (1.31%) | loss: 6.948827 | lrm: 0.57 | dt: 2124.46ms | tok/sec: 246,786 | bf16_mfu: 60.09 | epoch: 1 pq: 0 rg: 21 | total time: 0.42m | eta: 58.6m
step 00023/01680 (1.37%) | loss: 6.852158 | lrm: 0.60 | dt: 2118.90ms | tok/sec: 247,434 | bf16_mfu: 60.25 | epoch: 1 pq: 0 rg: 22 | total time: 0.46m | eta: 58.6m
step 00024/01680 (1.43%) | loss: 6.755497 | lrm: 0.62 | dt: 2120.12ms | tok/sec: 247,291 | bf16_mfu: 60.21 | epoch: 1 pq: 0 rg: 23 | total time: 0.49m | eta: 58.5m
step 00025/01680 (1.49%) | loss: 6.665819 | lrm: 0.65 | dt: 2121.86ms | tok/sec: 247,089 | bf16_mfu: 60.16 | epoch: 1 pq: 0 rg: 24 | total time: 0.53m | eta: 58.5m
step 00026/01680 (1.55%) | loss: 6.585353 | lrm: 0.68 | dt: 2121.97ms | tok/sec: 247,075 | bf16_mfu: 60.16 | epoch: 1 pq: 0 rg: 25 | total time: 0.57m | eta: 58.5m
step 00027/01680 (1.61%) | loss: 6.522052 | lrm: 0.70 | dt: 2122.43ms | tok/sec: 247,022 | bf16_mfu: 60.15 | epoch: 1 pq: 0 rg: 26 | total time: 0.60m | eta: 58.4m
step 00028/01680 (1.67%) | loss: 6.458489 | lrm: 0.72 | dt: 2118.82ms | tok/sec: 247,443 | bf16_mfu: 60.25 | epoch: 1 pq: 0 rg: 27 | total time: 0.64m | eta: 58.4m
step 00029/01680 (1.73%) | loss: 6.402147 | lrm: 0.75 | dt: 2123.04ms | tok/sec: 246,950 | bf16_mfu: 60.13 | epoch: 1 pq: 0 rg: 27 | total time: 0.67m | eta: 58.4m
