Fetching 22 files:   0%|          | 0/22 [00:00<?, ?it/s]Fetching 22 files: 100%|██████████| 22/22 [00:00<00:00, 223425.39it/s]
Fetching 22 files:   0%|          | 0/22 [00:00<?, ?it/s]Fetching 22 files: 100%|██████████| 22/22 [00:00<00:00, 196747.74it/s]
Fetching 22 files:   0%|          | 0/22 [00:00<?, ?it/s]Fetching 22 files: 100%|██████████| 22/22 [00:00<00:00, 222885.72it/s]
Fetching 22 files:   0%|          | 0/22 [00:00<?, ?it/s]Fetching 22 files: 100%|██████████| 22/22 [00:00<00:00, 209239.66it/s]
Fetching 22 files:   0%|          | 0/22 [00:00<?, ?it/s]Fetching 22 files: 100%|██████████| 22/22 [00:00<00:00, 192238.93it/s]
Fetching 22 files:   0%|          | 0/22 [00:00<?, ?it/s]Fetching 22 files: 100%|██████████| 22/22 [00:00<00:00, 239674.51it/s]
Fetching 22 files:   0%|          | 0/22 [00:00<?, ?it/s]Fetching 22 files: 100%|██████████| 22/22 [00:00<00:00, 172476.05it/s]
Fetching 22 files:   0%|          | 0/22 [00:00<?, ?it/s]Fetching 22 files: 100%|██████████| 22/22 [00:00<00:00, 218660.40it/s]

                                                       █████                █████
                                                      ░░███                ░░███
     ████████    ██████   ████████    ██████   ██████  ░███████    ██████  ███████
    ░░███░░███  ░░░░░███ ░░███░░███  ███░░███ ███░░███ ░███░░███  ░░░░░███░░░███░
     ░███ ░███   ███████  ░███ ░███ ░███ ░███░███ ░░░  ░███ ░███   ███████  ░███
     ░███ ░███  ███░░███  ░███ ░███ ░███ ░███░███  ███ ░███ ░███  ███░░███  ░███ ███
     ████ █████░░████████ ████ █████░░██████ ░░██████  ████ █████░░███████  ░░█████
    ░░░░ ░░░░░  ░░░░░░░░ ░░░░ ░░░░░  ░░░░░░   ░░░░░░  ░░░░ ░░░░░  ░░░░░░░░   ░░░░░
    
Autodetected device type: cuda
2026-02-07 22:59:19,806 - nanochat.common - [32m[1mINFO[0m - Distributed world size: 8
GPU: NVIDIA A100-SXM4-80GB | Peak FLOPS (BF16): 3.12e+14
wandb: Currently logged in as: chrismccormick to https://api.wandb.ai. Use `wandb login --relogin` to force relogin
wandb: Tracking run with wandb version 0.21.3
wandb: Run data is saved locally in /home/ubuntu/nanochat/wandb/run-20260207_225919-bihvul0t
wandb: Run `wandb offline` to turn off syncing.
wandb: Syncing run 2026-02-07_225906-8xA100-d12-baseline-4
wandb: ⭐️ View project at https://wandb.ai/chrismccormick/nanochat
wandb: 🚀 View run at https://wandb.ai/chrismccormick/nanochat/runs/bihvul0t
✓ Using Flash Attention 3 (Hopper GPU detected), efficient, new and awesome.
Vocab size: 32,768
Model config:
{
  "sequence_len": 2048,
  "vocab_size": 32768,
  "n_layer": 12,
  "n_head": 6,
  "n_kv_head": 6,
  "n_embd": 768,
  "window_pattern": "SSSL"
}
Parameter counts:
wte                     : 25,165,824
value_embeds            : 150,994,944
lm_head                 : 25,165,824
transformer_matrices    : 84,935,808
scalars                 : 24
total                   : 286,262,424
Estimated FLOPs per token: 8.021676e+08
Auto-computed optimal batch size: 524,288 tokens
Calculated number of iterations from target data:param ratio: 1,785
Total number of training tokens: 935,854,080
Tokens : Scaling params ratio: 8.50
Total training FLOPs estimate: 7.507118e+17
Tokens / micro-batch / rank: 16 x 2048 = 32,768
Tokens / micro-batch: 262,144
Total batch size 524,288 => gradient accumulation steps: 2
Scaling the LR for the AdamW parameters ∝1/√(768/768) = 1.000000
Step 00000 | Validation bpb: 3.169262
step 00000/01785 (0.00%) | loss: 10.397573 | lrm: 1.00 | dt: 16213.52ms | tok/sec: 32,336 | mfu: 1.04 | epoch: 1 | total time: 0.00m
step 00001/01785 (0.06%) | loss: 10.650978 | lrm: 1.00 | dt: 442.69ms | tok/sec: 1,184,335 | mfu: 38.06 | epoch: 1 | total time: 0.00m
step 00002/01785 (0.11%) | loss: 10.487132 | lrm: 1.00 | dt: 315.57ms | tok/sec: 1,661,419 | mfu: 53.39 | epoch: 1 | total time: 0.00m
step 00003/01785 (0.17%) | loss: 10.310083 | lrm: 1.00 | dt: 317.26ms | tok/sec: 1,652,531 | mfu: 53.11 | epoch: 1 | total time: 0.00m
step 00004/01785 (0.22%) | loss: 9.898951 | lrm: 1.00 | dt: 315.50ms | tok/sec: 1,661,752 | mfu: 53.41 | epoch: 1 | total time: 0.00m
step 00005/01785 (0.28%) | loss: 9.534855 | lrm: 1.00 | dt: 314.37ms | tok/sec: 1,667,753 | mfu: 53.60 | epoch: 1 | total time: 0.00m
step 00006/01785 (0.34%) | loss: 9.200647 | lrm: 1.00 | dt: 315.77ms | tok/sec: 1,660,323 | mfu: 53.36 | epoch: 1 | total time: 0.00m
step 00007/01785 (0.39%) | loss: 9.211374 | lrm: 1.00 | dt: 315.61ms | tok/sec: 1,661,206 | mfu: 53.39 | epoch: 1 | total time: 0.00m
step 00008/01785 (0.45%) | loss: 9.000738 | lrm: 1.00 | dt: 316.06ms | tok/sec: 1,658,813 | mfu: 53.31 | epoch: 1 | total time: 0.00m
step 00009/01785 (0.50%) | loss: 8.760217 | lrm: 1.00 | dt: 315.39ms | tok/sec: 1,662,346 | mfu: 53.42 | epoch: 1 | total time: 0.00m
step 00010/01785 (0.56%) | loss: 8.531396 | lrm: 1.00 | dt: 315.56ms | tok/sec: 1,661,440 | mfu: 53.40 | epoch: 1 | total time: 0.00m
step 00011/01785 (0.62%) | loss: 8.317907 | lrm: 1.00 | dt: 317.35ms | tok/sec: 1,652,071 | mfu: 53.09 | epoch: 1 | total time: 0.01m | eta: 9.4m
step 00012/01785 (0.67%) | loss: 8.122871 | lrm: 1.00 | dt: 316.28ms | tok/sec: 1,657,644 | mfu: 53.27 | epoch: 1 | total time: 0.01m | eta: 9.4m
step 00013/01785 (0.73%) | loss: 7.945643 | lrm: 1.00 | dt: 316.52ms | tok/sec: 1,656,403 | mfu: 53.23 | epoch: 1 | total time: 0.02m | eta: 9.4m
step 00014/01785 (0.78%) | loss: 7.781315 | lrm: 1.00 | dt: 316.96ms | tok/sec: 1,654,131 | mfu: 53.16 | epoch: 1 | total time: 0.02m | eta: 9.4m
step 00015/01785 (0.84%) | loss: 7.631949 | lrm: 1.00 | dt: 317.90ms | tok/sec: 1,649,222 | mfu: 53.00 | epoch: 1 | total time: 0.03m | eta: 9.4m
step 00016/01785 (0.90%) | loss: 7.487598 | lrm: 1.00 | dt: 316.83ms | tok/sec: 1,654,770 | mfu: 53.18 | epoch: 1 | total time: 0.03m | eta: 9.3m
step 00017/01785 (0.95%) | loss: 7.345656 | lrm: 1.00 | dt: 316.90ms | tok/sec: 1,654,427 | mfu: 53.17 | epoch: 1 | total time: 0.04m | eta: 9.3m
step 00018/01785 (1.01%) | loss: 7.223844 | lrm: 1.00 | dt: 315.79ms | tok/sec: 1,660,246 | mfu: 53.36 | epoch: 1 | total time: 0.04m | eta: 9.3m
step 00019/01785 (1.06%) | loss: 7.119921 | lrm: 1.00 | dt: 317.82ms | tok/sec: 1,649,617 | mfu: 53.02 | epoch: 1 | total time: 0.05m | eta: 9.3m
step 00020/01785 (1.12%) | loss: 7.008262 | lrm: 1.00 | dt: 317.89ms | tok/sec: 1,649,264 | mfu: 53.00 | epoch: 1 | total time: 0.05m | eta: 9.3m
step 00021/01785 (1.18%) | loss: 6.911135 | lrm: 1.00 | dt: 318.57ms | tok/sec: 1,645,759 | mfu: 52.89 | epoch: 1 | total time: 0.06m | eta: 9.3m
step 00022/01785 (1.23%) | loss: 6.824938 | lrm: 1.00 | dt: 317.97ms | tok/sec: 1,648,870 | mfu: 52.99 | epoch: 1 | total time: 0.06m | eta: 9.3m
step 00023/01785 (1.29%) | loss: 6.745027 | lrm: 1.00 | dt: 317.28ms | tok/sec: 1,652,424 | mfu: 53.11 | epoch: 1 | total time: 0.07m | eta: 9.3m
step 00024/01785 (1.34%) | loss: 6.684949 | lrm: 1.00 | dt: 317.83ms | tok/sec: 1,649,572 | mfu: 53.01 | epoch: 1 | total time: 0.07m | eta: 9.3m
step 00025/01785 (1.40%) | loss: 6.621631 | lrm: 1.00 | dt: 318.14ms | tok/sec: 1,647,973 | mfu: 52.96 | epoch: 1 | total time: 0.08m | eta: 9.3m
step 00026/01785 (1.46%) | loss: 6.561058 | lrm: 1.00 | dt: 316.24ms | tok/sec: 1,657,860 | mfu: 53.28 | epoch: 1 | total time: 0.08m | eta: 9.3m
step 00027/01785 (1.51%) | loss: 6.501778 | lrm: 1.00 | dt: 317.29ms | tok/sec: 1,652,371 | mfu: 53.10 | epoch: 1 | total time: 0.09m | eta: 9.3m
step 00028/01785 (1.57%) | loss: 6.460001 | lrm: 1.00 | dt: 317.70ms | tok/sec: 1,650,271 | mfu: 53.04 | epoch: 1 | total time: 0.10m | eta: 9.3m
step 00029/01785 (1.62%) | loss: 6.409897 | lrm: 1.00 | dt: 317.24ms | tok/sec: 1,652,669 | mfu: 53.11 | epoch: 1 | total time: 0.10m | eta: 9.3m
step 00030/01785 (1.68%) | loss: 6.360104 | lrm: 1.00 | dt: 316.87ms | tok/sec: 1,654,606 | mfu: 53.18 | epoch: 1 | total time: 0.11m | eta: 9.3m
step 00031/01785 (1.74%) | loss: 6.316396 | lrm: 1.00 | dt: 319.16ms | tok/sec: 1,642,704 | mfu: 52.79 | epoch: 1 | total time: 0.11m | eta: 9.3m
step 00032/01785 (1.79%) | loss: 6.268506 | lrm: 1.00 | dt: 318.03ms | tok/sec: 1,648,528 | mfu: 52.98 | epoch: 1 | total time: 0.12m | eta: 9.3m
step 00033/01785 (1.85%) | loss: 6.235729 | lrm: 1.00 | dt: 317.16ms | tok/sec: 1,653,064 | mfu: 53.13 | epoch: 1 | total time: 0.12m | eta: 9.3m
step 00034/01785 (1.90%) | loss: 6.190172 | lrm: 1.00 | dt: 317.42ms | tok/sec: 1,651,699 | mfu: 53.08 | epoch: 1 | total time: 0.13m | eta: 9.3m
step 00035/01785 (1.96%) | loss: 6.164479 | lrm: 1.00 | dt: 317.37ms | tok/sec: 1,651,979 | mfu: 53.09 | epoch: 1 | total time: 0.13m | eta: 9.3m
step 00036/01785 (2.02%) | loss: 6.130821 | lrm: 1.00 | dt: 317.51ms | tok/sec: 1,651,245 | mfu: 53.07 | epoch: 1 | total time: 0.14m | eta: 9.3m
step 00037/01785 (2.07%) | loss: 6.100383 | lrm: 1.00 | dt: 317.70ms | tok/sec: 1,650,244 | mfu: 53.04 | epoch: 1 | total time: 0.14m | eta: 9.2m
step 00038/01785 (2.13%) | loss: 6.079935 | lrm: 1.00 | dt: 319.24ms | tok/sec: 1,642,295 | mfu: 52.78 | epoch: 1 | total time: 0.15m | eta: 9.2m
